ds,group_1,markup,orders_num,algo_1_markup,algo_2_markup,algo_3_markup,algo_4_markup,algo_5_markup
20231018,group_1022,0.04,1666.67,0.0,0.04,0.0,0.06,0.0
20231018,group_1022,0.05,1180.0,0.0,0.04,0.0,0.06,0.0
20231018,group_1022,0.06,913.33,0.0,0.04,0.0,0.06,0.0
20231018,group_1023,0.01,6688.0,0.01,0.02,0.01,0.02,0.02
20231018,group_1023,0.02,8140.0,0.01,0.02,0.01,0.02,0.02
20231018,group_1023,0.03,6380.0,0.01,0.02,0.01,0.02,0.02
20231018,group_1023,0.05,6313.33,0.01,0.02,0.01,0.02,0.02
20231018,group_1024,0.03,12228.89,0.02,0.01,0.0,0.04,0.03
20231018,group_1024,0.04,15727.5,0.02,0.01,0.0,0.04,0.03
20231018,group_1024,0.06,14686.67,0.02,0.01,0.0,0.04,0.03
20231018,group_1025,0.02,8180.0,0.02,0.04,0.01,0.01,0.02
20231018,group_1025,0.03,6530.91,0.02,0.04,0.01,0.01,0.02
20231018,group_1025,0.04,3712.0,0.02,0.04,0.01,0.01,0.02
20231018,group_1025,0.05,3826.67,0.02,0.04,0.01,0.01,0.02
20231018,group_1026,0.01,3406.67,0.04,0.05,0.06,0.06,0.05
20231018,group_1026,0.02,4916.67,0.04,0.05,0.06,0.06,0.05
20231018,group_1026,0.03,4493.33,0.04,0.05,0.06,0.06,0.05
20231018,group_1026,0.04,6060.0,0.04,0.05,0.06,0.06,0.05
20231018,group_1026,0.05,3180.0,0.04,0.05,0.06,0.06,0.05
20231018,group_1027,0.03,10991.43,0.06,0.01,0.03,0.05,0.01
20231018,group_1027,0.04,12746.67,0.06,0.01,0.03,0.05,0.01
20231018,group_1027,0.05,11482.86,0.06,0.01,0.03,0.05,0.01
20231018,group_1027,0.06,9700.0,0.06,0.01,0.03,0.05,0.01
20231018,group_1028,0.02,17403.33,0.04,0.03,0.01,0.04,0.02
20231018,group_1028,0.03,20085.0,0.04,0.03,0.01,0.04,0.02
20231018,group_1028,0.04,24060.0,0.04,0.03,0.01,0.04,0.02
20231018,group_1028,0.05,16606.67,0.04,0.03,0.01,0.04,0.02
20231018,group_1029,0.01,20353.33,0.04,0.01,0.03,0.0,0.0
20231018,group_1029,0.02,19856.67,0.04,0.01,0.03,0.0,0.0
20231018,group_1029,0.03,19190.0,0.04,0.01,0.03,0.0,0.0
20231018,group_1029,0.04,38660.0,0.04,0.01,0.03,0.0,0.0
20231018,group_1029,0.05,18540.0,0.04,0.01,0.03,0.0,0.0
20231018,group_1030,0.01,10093.33,0.05,0.06,0.0,0.04,0.0
20231018,group_1030,0.03,11753.33,0.05,0.06,0.0,0.04,0.0
20231018,group_1030,0.04,43048.0,0.05,0.06,0.0,0.04,0.0
20231018,group_1030,0.05,19744.44,0.05,0.06,0.0,0.04,0.0
20231018,group_1031,0.01,1004.0,0.06,0.03,0.0,0.04,0.06
20231018,group_1031,0.02,2014.29,0.06,0.03,0.0,0.04,0.06
20231018,group_1031,0.03,1632.5,0.06,0.03,0.0,0.04,0.06
20231018,group_1032,0.01,1873.33,0.06,0.03,0.0,0.04,0.04
20231018,group_1032,0.02,1585.0,0.06,0.03,0.0,0.04,0.04
20231018,group_1032,0.03,1444.44,0.06,0.03,0.0,0.04,0.04
20231018,group_1033,0.01,90.0,0.06,0.0,0.06,0.04,0.02
20231018,group_1033,0.02,100.0,0.06,0.0,0.06,0.04,0.02
20231018,group_1033,0.03,94.29,0.06,0.0,0.06,0.04,0.02
20231018,group_1033,0.04,220.0,0.06,0.0,0.06,0.04,0.02
20231018,group_1033,0.05,165.0,0.06,0.0,0.06,0.04,0.02
20231018,group_1033,0.06,50.0,0.06,0.0,0.06,0.04,0.02
20231018,group_1034,0.01,192.5,0.01,0.06,0.02,0.05,0.06
20231018,group_1034,0.02,160.0,0.01,0.06,0.02,0.05,0.06
20231018,group_1034,0.03,92.0,0.01,0.06,0.02,0.05,0.06
20231018,group_1034,0.04,120.0,0.01,0.06,0.02,0.05,0.06
20231018,group_1035,0.02,6760.0,0.0,0.0,0.06,0.01,0.0
20231018,group_1035,0.03,9347.5,0.0,0.0,0.06,0.01,0.0
20231018,group_1035,0.04,6511.43,0.0,0.0,0.06,0.01,0.0
20231018,group_1035,0.05,8080.0,0.0,0.0,0.06,0.01,0.0
20231018,group_1036,0.01,186.67,0.03,0.05,0.03,0.03,0.01
20231018,group_1036,0.02,420.0,0.03,0.05,0.03,0.03,0.01
20231018,group_1036,0.03,182.86,0.03,0.05,0.03,0.03,0.01
20231018,group_1036,0.04,480.0,0.03,0.05,0.03,0.03,0.01
20231018,group_1036,0.05,80.0,0.03,0.05,0.03,0.03,0.01
20231018,group_1036,0.06,68.57,0.03,0.05,0.03,0.03,0.01
20231018,group_1037,0.01,1674.12,0.04,0.01,0.03,0.06,0.04
20231018,group_1037,0.02,760.0,0.04,0.01,0.03,0.06,0.04
20231018,group_1037,0.03,950.0,0.04,0.01,0.03,0.06,0.04
20231018,group_1038,0.01,220.0,0.02,0.06,0.04,0.01,0.06
20231018,group_1038,0.02,80.0,0.02,0.06,0.04,0.01,0.06
20231018,group_1038,0.03,60.0,0.02,0.06,0.04,0.01,0.06
20231018,group_1038,0.04,186.67,0.02,0.06,0.04,0.01,0.06
20231018,group_1038,0.06,85.45,0.02,0.06,0.04,0.01,0.06
20231019,group_1000,0.01,43313.33,0.03,0.0,0.01,0.0,0.04
20231019,group_1000,0.03,40278.0,0.03,0.0,0.01,0.0,0.04
20231019,group_1000,0.04,55768.0,0.03,0.0,0.01,0.0,0.04
20231019,group_1000,0.05,37250.0,0.03,0.0,0.01,0.0,0.04
20231019,group_1001,0.01,16623.33,0.04,0.02,0.04,0.04,0.02
20231019,group_1001,0.02,21850.0,0.04,0.02,0.04,0.04,0.02
20231019,group_1001,0.03,28070.0,0.04,0.02,0.04,0.04,0.02
20231019,group_1002,0.01,52450.0,0.05,0.06,0.05,0.06,0.02
20231019,group_1002,0.02,70830.0,0.05,0.06,0.05,0.06,0.02
20231019,group_1002,0.03,58920.0,0.05,0.06,0.05,0.06,0.02
20231019,group_1002,0.04,51600.0,0.05,0.06,0.05,0.06,0.02
20231019,group_1002,0.06,50526.67,0.05,0.06,0.05,0.06,0.02
20231019,group_1003,0.02,6320.0,0.03,0.03,0.06,0.01,0.0
20231019,group_1003,0.03,3442.22,0.03,0.03,0.06,0.01,0.0
20231019,group_1003,0.05,2968.0,0.03,0.03,0.06,0.01,0.0
20231019,group_1004,0.02,4373.33,0.06,0.02,0.0,0.06,0.03
20231019,group_1004,0.03,4260.0,0.06,0.02,0.0,0.06,0.03
20231019,group_1004,0.04,4763.33,0.06,0.02,0.0,0.06,0.03
20231019,group_1004,0.06,3933.33,0.06,0.02,0.0,0.06,0.03
20231019,group_1005,0.01,9713.33,0.06,0.01,0.04,0.0,0.01
20231019,group_1005,0.03,7432.5,0.06,0.01,0.04,0.0,0.01
20231019,group_1005,0.04,6060.0,0.06,0.01,0.04,0.0,0.01
20231019,group_1005,0.05,6575.0,0.06,0.01,0.04,0.0,0.01
20231019,group_1006,0.02,25650.0,0.06,0.06,0.05,0.02,0.02
20231019,group_1006,0.03,33225.71,0.06,0.06,0.05,0.02,0.02
20231019,group_1006,0.04,33170.0,0.06,0.06,0.05,0.02,0.02
20231019,group_1006,0.06,28966.67,0.06,0.06,0.05,0.02,0.02
20231019,group_1007,0.01,19733.33,0.01,0.01,0.0,0.0,0.02
20231019,group_1007,0.02,17725.0,0.01,0.01,0.0,0.0,0.02
20231019,group_1007,0.03,17384.0,0.01,0.01,0.0,0.0,0.02
20231019,group_1008,0.03,20780.0,0.03,0.01,0.02,0.05,0.01
20231019,group_1008,0.04,19555.0,0.03,0.01,0.02,0.05,0.01
20231019,group_1008,0.05,15333.33,0.03,0.01,0.02,0.05,0.01
20231019,group_1009,0.01,17353.33,0.01,0.0,0.04,0.01,0.03
20231019,group_1009,0.02,24420.0,0.01,0.0,0.04,0.01,0.03
20231019,group_1009,0.03,20875.0,0.01,0.0,0.04,0.01,0.03
20231019,group_1009,0.04,21580.0,0.01,0.0,0.04,0.01,0.03
20231019,group_1009,0.05,16180.0,0.01,0.0,0.04,0.01,0.03
20231019,group_1010,0.03,36280.0,0.02,0.06,0.01,0.02,0.01
20231019,group_1010,0.04,27552.5,0.02,0.06,0.01,0.02,0.01
20231019,group_1010,0.05,29860.0,0.02,0.06,0.01,0.02,0.01
20231019,group_1010,0.06,28042.5,0.02,0.06,0.01,0.02,0.01
20231019,group_1011,0.01,2400.0,0.06,0.06,0.06,0.05,0.04
20231019,group_1011,0.02,3714.29,0.06,0.06,0.06,0.05,0.04
20231019,group_1011,0.03,4924.44,0.06,0.06,0.06,0.05,0.04
20231019,group_1011,0.05,4380.0,0.06,0.06,0.06,0.05,0.04
20231019,group_1012,0.01,6370.0,0.06,0.02,0.03,0.02,0.06
20231019,group_1012,0.02,10260.0,0.06,0.02,0.03,0.02,0.06
20231019,group_1012,0.03,9480.0,0.06,0.02,0.03,0.02,0.06
20231019,group_1012,0.04,7840.0,0.06,0.02,0.03,0.02,0.06
20231019,group_1012,0.05,7493.33,0.06,0.02,0.03,0.02,0.06
20231019,group_1013,0.01,3086.67,0.03,0.0,0.04,0.01,0.0
20231019,group_1013,0.02,5511.43,0.03,0.0,0.04,0.01,0.0
20231019,group_1013,0.03,3313.33,0.03,0.0,0.04,0.01,0.0
20231019,group_1013,0.04,3340.0,0.03,0.0,0.04,0.01,0.0
20231019,group_1014,0.01,3160.0,0.05,0.01,0.05,0.01,0.02
20231019,group_1014,0.03,3513.33,0.05,0.01,0.05,0.01,0.02
20231019,group_1014,0.04,2902.86,0.05,0.01,0.05,0.01,0.02
20231019,group_1014,0.05,3660.0,0.05,0.01,0.05,0.01,0.02
20231019,group_1015,0.01,3773.33,0.05,0.06,0.05,0.03,0.05
20231019,group_1015,0.02,5788.57,0.05,0.06,0.05,0.03,0.05
20231019,group_1015,0.03,4115.0,0.05,0.06,0.05,0.03,0.05
20231019,group_1015,0.04,4196.67,0.05,0.06,0.05,0.03,0.05
20231019,group_1016,0.02,49120.0,0.05,0.0,0.0,0.01,0.0
20231019,group_1016,0.03,28160.0,0.05,0.0,0.0,0.01,0.0
20231019,group_1016,0.04,30280.0,0.05,0.0,0.0,0.01,0.0
20231019,group_1016,0.05,28254.29,0.05,0.0,0.0,0.01,0.0
20231019,group_1016,0.06,24306.67,0.05,0.0,0.0,0.01,0.0
20231019,group_1017,0.01,29306.67,0.04,0.0,0.0,0.02,0.01
20231019,group_1017,0.02,26343.33,0.04,0.0,0.0,0.02,0.01
20231019,group_1017,0.03,25340.0,0.04,0.0,0.0,0.02,0.01
20231019,group_1017,0.04,26823.33,0.04,0.0,0.0,0.02,0.01
20231019,group_1018,0.01,28640.0,0.0,0.05,0.03,0.0,0.03
20231019,group_1018,0.03,32770.0,0.0,0.05,0.03,0.0,0.03
20231019,group_1018,0.04,35020.0,0.0,0.05,0.03,0.0,0.03
20231019,group_1018,0.05,32928.57,0.0,0.05,0.03,0.0,0.03
20231019,group_1019,0.01,2660.0,0.02,0.01,0.05,0.06,0.02
20231019,group_1019,0.02,1148.0,0.02,0.01,0.05,0.06,0.02
20231019,group_1019,0.03,1148.57,0.02,0.01,0.05,0.06,0.02
20231019,group_1019,0.04,1290.0,0.02,0.01,0.05,0.06,0.02
20231019,group_1019,0.05,1006.67,0.02,0.01,0.05,0.06,0.02
20231019,group_1020,0.03,65944.0,0.06,0.03,0.04,0.06,0.02
20231019,group_1020,0.04,57728.0,0.06,0.03,0.04,0.06,0.02
20231019,group_1020,0.05,77042.0,0.06,0.03,0.04,0.06,0.02
20231019,group_1021,0.01,206.67,0.03,0.02,0.03,0.03,0.03
20231019,group_1021,0.02,488.0,0.03,0.02,0.03,0.03,0.03
20231019,group_1021,0.03,482.86,0.03,0.02,0.03,0.03,0.03
20231019,group_1021,0.04,680.0,0.03,0.02,0.03,0.03,0.03
20231019,group_1021,0.05,140.0,0.03,0.02,0.03,0.03,0.03
20231019,group_1021,0.06,813.33,0.03,0.02,0.03,0.03,0.03
20231019,group_1022,0.02,1270.0,0.04,0.06,0.0,0.05,0.0
20231019,group_1022,0.03,797.5,0.04,0.06,0.0,0.05,0.0
20231019,group_1022,0.04,1326.67,0.04,0.06,0.0,0.05,0.0
20231019,group_1022,0.05,860.0,0.04,0.06,0.0,0.05,0.0
20231019,group_1022,0.06,940.0,0.04,0.06,0.0,0.05,0.0
20231019,group_1023,0.01,6090.0,0.01,0.04,0.0,0.0,0.0
20231019,group_1023,0.02,5105.0,0.01,0.04,0.0,0.0,0.0
20231019,group_1023,0.03,4866.67,0.01,0.04,0.0,0.0,0.0
20231019,group_1023,0.04,4450.0,0.01,0.04,0.0,0.0,0.0
20231019,group_1023,0.05,4906.67,0.01,0.04,0.0,0.0,0.0
20231019,group_1024,0.03,13572.5,0.04,0.04,0.0,0.0,0.02
20231019,group_1024,0.04,9560.0,0.04,0.04,0.0,0.0,0.02
20231019,group_1024,0.06,14086.67,0.04,0.04,0.0,0.0,0.02
20231019,group_1025,0.03,2884.44,0.04,0.0,0.05,0.0,0.02
20231019,group_1025,0.04,4102.5,0.04,0.0,0.05,0.0,0.02
20231019,group_1025,0.05,3320.0,0.04,0.0,0.05,0.0,0.02
20231019,group_1026,0.01,6273.33,0.02,0.03,0.0,0.06,0.06
20231019,group_1026,0.02,3413.33,0.02,0.03,0.0,0.06,0.06
20231019,group_1026,0.03,4411.11,0.02,0.03,0.0,0.06,0.06
20231019,group_1026,0.04,3060.0,0.02,0.03,0.0,0.06,0.06
20231019,group_1026,0.05,2060.0,0.02,0.03,0.0,0.06,0.06
20231019,group_1027,0.03,11677.14,0.02,0.06,0.04,0.06,0.01
20231019,group_1027,0.04,8140.0,0.02,0.06,0.04,0.06,0.01
20231019,group_1027,0.05,10732.0,0.02,0.06,0.04,0.06,0.01
20231019,group_1027,0.06,7612.0,0.02,0.06,0.04,0.06,0.01
20231019,group_1028,0.02,14916.67,0.02,0.01,0.05,0.0,0.03
20231019,group_1028,0.03,15960.0,0.02,0.01,0.05,0.0,0.03
20231019,group_1028,0.04,11340.0,0.02,0.01,0.05,0.0,0.03
20231019,group_1028,0.05,16580.0,0.02,0.01,0.05,0.0,0.03
20231019,group_1029,0.01,16956.67,0.05,0.05,0.01,0.03,0.01
20231019,group_1029,0.02,15050.0,0.05,0.05,0.01,0.03,0.01
20231019,group_1029,0.03,15590.0,0.05,0.05,0.01,0.03,0.01
20231019,group_1029,0.04,13020.0,0.05,0.05,0.01,0.03,0.01
20231019,group_1029,0.05,17413.33,0.05,0.05,0.01,0.03,0.01
20231019,group_1030,0.01,17246.67,0.06,0.03,0.03,0.05,0.03
20231019,group_1030,0.03,15586.67,0.06,0.03,0.03,0.05,0.03
20231019,group_1030,0.04,17906.67,0.06,0.03,0.03,0.05,0.03
20231019,group_1030,0.05,14823.64,0.06,0.03,0.03,0.05,0.03
20231019,group_1031,0.01,1760.0,0.04,0.02,0.01,0.03,0.05
20231019,group_1031,0.02,782.22,0.04,0.02,0.01,0.03,0.05
20231019,group_1031,0.03,1100.0,0.04,0.02,0.01,0.03,0.05
20231019,group_1031,0.04,1290.0,0.04,0.02,0.01,0.03,0.05
20231019,group_1032,0.01,2315.0,0.04,0.05,0.01,0.06,0.04
20231019,group_1032,0.02,1125.71,0.04,0.05,0.01,0.06,0.04
20231019,group_1032,0.03,1077.78,0.04,0.05,0.01,0.06,0.04
20231019,group_1033,0.02,190.0,0.04,0.05,0.03,0.05,0.05
20231019,group_1033,0.03,60.0,0.04,0.05,0.03,0.05,0.05
20231019,group_1033,0.04,410.0,0.04,0.05,0.03,0.05,0.05
20231019,group_1033,0.05,260.0,0.04,0.05,0.03,0.05,0.05
20231019,group_1033,0.06,95.0,0.04,0.05,0.03,0.05,0.05
20231019,group_1034,0.01,63.64,0.01,0.06,0.02,0.04,0.03
20231019,group_1034,0.02,153.33,0.01,0.06,0.02,0.04,0.03
20231019,group_1034,0.03,123.33,0.01,0.06,0.02,0.04,0.03
20231019,group_1035,0.02,5512.0,0.01,0.01,0.06,0.05,0.06
20231019,group_1035,0.03,6628.0,0.01,0.01,0.06,0.05,0.06
20231019,group_1035,0.04,5785.71,0.01,0.01,0.06,0.05,0.06
20231019,group_1035,0.05,6640.0,0.01,0.01,0.06,0.05,0.06
20231019,group_1036,0.01,132.0,0.01,0.0,0.0,0.05,0.03
20231019,group_1036,0.02,100.0,0.01,0.0,0.0,0.05,0.03
20231019,group_1036,0.03,196.0,0.01,0.0,0.0,0.05,0.03
20231019,group_1036,0.04,170.0,0.01,0.0,0.0,0.05,0.03
20231019,group_1036,0.06,151.43,0.01,0.0,0.0,0.05,0.03
20231019,group_1037,0.01,1064.71,0.02,0.05,0.04,0.04,0.05
20231019,group_1037,0.02,380.0,0.02,0.05,0.04,0.04,0.05
20231019,group_1037,0.03,1820.0,0.02,0.05,0.04,0.04,0.05
20231019,group_1038,0.01,53.33,0.02,0.06,0.02,0.05,0.04
20231019,group_1038,0.02,80.0,0.02,0.06,0.02,0.05,0.04
20231019,group_1038,0.03,400.0,0.02,0.06,0.02,0.05,0.04
20231019,group_1038,0.04,320.0,0.02,0.06,0.02,0.05,0.04
20231019,group_1038,0.06,53.33,0.02,0.06,0.02,0.05,0.04
20231020,group_1000,0.01,39686.67,0.01,0.05,0.0,0.03,0.0
20231020,group_1000,0.03,38288.0,0.01,0.05,0.0,0.03,0.0
20231020,group_1000,0.04,39525.0,0.01,0.05,0.0,0.03,0.0
20231020,group_1000,0.05,35186.67,0.01,0.05,0.0,0.03,0.0
20231020,group_1001,0.01,20413.33,0.04,0.01,0.03,0.04,0.02
20231020,group_1001,0.02,15806.67,0.04,0.01,0.03,0.04,0.02
20231020,group_1001,0.03,24198.0,0.04,0.01,0.03,0.04,0.02
20231020,group_1001,0.04,13880.0,0.04,0.01,0.03,0.04,0.02
20231020,group_1002,0.01,50132.0,0.05,0.01,0.01,0.01,0.03
20231020,group_1002,0.02,56120.0,0.05,0.01,0.01,0.01,0.03
20231020,group_1002,0.03,60605.0,0.05,0.01,0.01,0.01,0.03
20231020,group_1002,0.04,52560.0,0.05,0.01,0.01,0.01,0.03
20231020,group_1002,0.06,46340.0,0.05,0.01,0.01,0.01,0.03
20231020,group_1003,0.02,4390.0,0.0,0.05,0.03,0.06,0.01
20231020,group_1003,0.03,2660.0,0.0,0.05,0.03,0.06,0.01
20231020,group_1003,0.05,3790.0,0.0,0.05,0.03,0.06,0.01
20231020,group_1004,0.02,5073.33,0.04,0.05,0.05,0.04,0.01
20231020,group_1004,0.03,4272.5,0.04,0.05,0.05,0.04,0.01
20231020,group_1004,0.04,3756.67,0.04,0.05,0.05,0.04,0.01
20231020,group_1004,0.06,4760.0,0.04,0.05,0.05,0.04,0.01
20231020,group_1005,0.01,7466.67,0.04,0.06,0.06,0.05,0.0
20231020,group_1005,0.03,7335.56,0.04,0.06,0.06,0.05,0.0
20231020,group_1005,0.04,4250.0,0.04,0.06,0.06,0.05,0.0
20231020,group_1005,0.05,7465.0,0.04,0.06,0.06,0.05,0.0
20231020,group_1006,0.02,25380.0,0.04,0.02,0.03,0.01,0.02
20231020,group_1006,0.03,32430.0,0.04,0.02,0.03,0.01,0.02
20231020,group_1006,0.04,27232.5,0.04,0.02,0.03,0.01,0.02
20231020,group_1006,0.06,30606.67,0.04,0.02,0.03,0.01,0.02
20231020,group_1007,0.01,24136.67,0.05,0.03,0.06,0.05,0.06
20231020,group_1007,0.02,22320.0,0.05,0.03,0.06,0.05,0.06
20231020,group_1007,0.03,16486.67,0.05,0.03,0.06,0.05,0.06
20231020,group_1008,0.03,15497.78,0.04,0.02,0.03,0.06,0.04
20231020,group_1008,0.04,18127.5,0.04,0.02,0.03,0.06,0.04
20231020,group_1008,0.05,14306.67,0.04,0.02,0.03,0.06,0.04
20231020,group_1009,0.01,20033.33,0.04,0.02,0.0,0.03,0.02
20231020,group_1009,0.03,18568.89,0.04,0.02,0.0,0.03,0.02
20231020,group_1009,0.04,16447.5,0.04,0.02,0.0,0.03,0.02
20231020,group_1010,0.03,21080.0,0.01,0.04,0.06,0.06,0.06
20231020,group_1010,0.04,27536.67,0.01,0.04,0.06,0.06,0.06
20231020,group_1010,0.05,20372.0,0.01,0.04,0.06,0.06,0.06
20231020,group_1010,0.06,28280.0,0.01,0.04,0.06,0.06,0.06
20231020,group_1011,0.02,4137.5,0.04,0.03,0.06,0.01,0.0
20231020,group_1011,0.03,3832.5,0.04,0.03,0.06,0.01,0.0
20231020,group_1011,0.04,3240.0,0.04,0.03,0.06,0.01,0.0
20231020,group_1011,0.05,3766.67,0.04,0.03,0.06,0.01,0.0
20231020,group_1012,0.01,5346.67,0.04,0.03,0.01,0.04,0.0
20231020,group_1012,0.02,6610.0,0.04,0.03,0.01,0.04,0.0
20231020,group_1012,0.03,7495.56,0.04,0.03,0.01,0.04,0.0
20231020,group_1012,0.05,4660.0,0.04,0.03,0.01,0.04,0.0
20231020,group_1013,0.01,2980.0,0.05,0.04,0.06,0.01,0.03
20231020,group_1013,0.02,2680.0,0.05,0.04,0.06,0.01,0.03
20231020,group_1013,0.03,3084.0,0.05,0.04,0.06,0.01,0.03
20231020,group_1014,0.01,4233.33,0.01,0.05,0.06,0.01,0.04
20231020,group_1014,0.03,3335.0,0.01,0.05,0.06,0.01,0.04
20231020,group_1014,0.04,3753.33,0.01,0.05,0.06,0.01,0.04
20231020,group_1014,0.05,3710.0,0.01,0.05,0.06,0.01,0.04
20231020,group_1014,0.06,3633.33,0.01,0.05,0.06,0.01,0.04
20231020,group_1015,0.01,3760.0,0.04,0.02,0.03,0.05,0.01
20231020,group_1015,0.02,4133.33,0.04,0.02,0.03,0.05,0.01
20231020,group_1015,0.03,4024.44,0.04,0.02,0.03,0.05,0.01
20231020,group_1015,0.04,3840.0,0.04,0.02,0.03,0.05,0.01
20231020,group_1016,0.02,26495.0,0.01,0.03,0.0,0.01,0.04
20231020,group_1016,0.03,26990.0,0.01,0.03,0.0,0.01,0.04
20231020,group_1016,0.05,30297.14,0.01,0.03,0.0,0.01,0.04
20231020,group_1016,0.06,28606.67,0.01,0.03,0.0,0.01,0.04
20231020,group_1017,0.01,32526.67,0.02,0.06,0.05,0.03,0.06
20231020,group_1017,0.02,25212.0,0.02,0.06,0.05,0.03,0.06
20231020,group_1017,0.03,22932.0,0.02,0.06,0.05,0.03,0.06
20231020,group_1017,0.04,33797.14,0.02,0.06,0.05,0.03,0.06
20231020,group_1018,0.01,38200.0,0.05,0.03,0.04,0.04,0.01
20231020,group_1018,0.03,25032.0,0.05,0.03,0.04,0.04,0.01
20231020,group_1018,0.04,27670.0,0.05,0.03,0.04,0.04,0.01
20231020,group_1018,0.05,26250.0,0.05,0.03,0.04,0.04,0.01
20231020,group_1019,0.01,1106.67,0.04,0.06,0.01,0.04,0.0
20231020,group_1019,0.02,550.0,0.04,0.06,0.01,0.04,0.0
20231020,group_1019,0.03,912.5,0.04,0.06,0.01,0.04,0.0
20231020,group_1019,0.04,1000.0,0.04,0.06,0.01,0.04,0.0
20231020,group_1019,0.05,900.0,0.04,0.06,0.01,0.04,0.0
20231020,group_1020,0.03,63517.5,0.03,0.01,0.02,0.04,0.01
20231020,group_1020,0.04,61770.0,0.03,0.01,0.02,0.04,0.01
20231020,group_1020,0.05,89022.0,0.03,0.01,0.02,0.04,0.01
20231020,group_1021,0.01,330.0,0.0,0.05,0.02,0.0,0.06
20231020,group_1021,0.02,1030.0,0.0,0.05,0.02,0.0,0.06
20231020,group_1021,0.03,326.67,0.0,0.05,0.02,0.0,0.06
20231020,group_1021,0.04,472.0,0.0,0.05,0.02,0.0,0.06
20231020,group_1021,0.06,500.0,0.0,0.05,0.02,0.0,0.06
20231020,group_1022,0.02,1220.0,0.04,0.0,0.05,0.04,0.06
20231020,group_1022,0.03,786.67,0.04,0.0,0.05,0.04,0.06
20231020,group_1022,0.04,765.0,0.04,0.0,0.05,0.04,0.06
20231020,group_1022,0.05,820.0,0.04,0.0,0.05,0.04,0.06
20231020,group_1022,0.06,760.0,0.04,0.0,0.05,0.04,0.06
20231020,group_1023,0.01,5905.0,0.03,0.02,0.05,0.06,0.0
20231020,group_1023,0.02,9040.0,0.03,0.02,0.05,0.06,0.0
20231020,group_1023,0.03,4466.67,0.03,0.02,0.05,0.06,0.0
20231020,group_1023,0.04,4750.0,0.03,0.02,0.05,0.06,0.0
20231020,group_1023,0.05,4940.0,0.03,0.02,0.05,0.06,0.0
20231020,group_1024,0.03,11230.0,0.04,0.05,0.0,0.05,0.04
20231020,group_1024,0.04,11133.33,0.04,0.05,0.0,0.05,0.04
20231020,group_1024,0.06,11433.33,0.04,0.05,0.0,0.05,0.04
20231020,group_1025,0.03,3331.43,0.03,0.06,0.05,0.05,0.04
20231020,group_1025,0.04,4317.78,0.03,0.06,0.05,0.05,0.04
20231020,group_1025,0.05,3155.0,0.03,0.06,0.05,0.05,0.04
20231020,group_1026,0.01,2800.0,0.01,0.01,0.03,0.02,0.01
20231020,group_1026,0.02,3215.0,0.01,0.01,0.03,0.02,0.01
20231020,group_1026,0.03,3266.67,0.01,0.01,0.03,0.02,0.01
20231020,group_1026,0.04,3060.0,0.01,0.01,0.03,0.02,0.01
20231020,group_1027,0.03,8855.0,0.05,0.03,0.0,0.01,0.0
20231020,group_1027,0.04,6580.0,0.05,0.03,0.0,0.01,0.0
20231020,group_1027,0.05,7633.33,0.05,0.03,0.0,0.01,0.0
20231020,group_1027,0.06,11045.0,0.05,0.03,0.0,0.01,0.0
20231020,group_1028,0.02,18823.33,0.03,0.06,0.0,0.03,0.06
20231020,group_1028,0.03,12402.22,0.03,0.06,0.0,0.03,0.06
20231020,group_1028,0.04,11090.0,0.03,0.06,0.0,0.03,0.06
20231020,group_1028,0.05,12780.0,0.03,0.06,0.0,0.03,0.06
20231020,group_1029,0.01,14788.0,0.03,0.06,0.03,0.03,0.03
20231020,group_1029,0.02,14600.0,0.03,0.06,0.03,0.03,0.03
20231020,group_1029,0.03,14020.0,0.03,0.06,0.03,0.03,0.03
20231020,group_1029,0.04,16800.0,0.03,0.06,0.03,0.03,0.03
20231020,group_1029,0.05,8426.67,0.03,0.06,0.03,0.03,0.03
20231020,group_1030,0.01,28666.67,0.01,0.04,0.06,0.04,0.01
20231020,group_1030,0.03,14386.67,0.01,0.04,0.06,0.04,0.01
20231020,group_1030,0.04,8800.0,0.01,0.04,0.06,0.04,0.01
20231020,group_1030,0.05,12972.0,0.01,0.04,0.06,0.04,0.01
20231020,group_1031,0.01,1136.67,0.02,0.02,0.04,0.03,0.05
20231020,group_1031,0.02,1123.33,0.02,0.02,0.04,0.03,0.05
20231020,group_1031,0.03,637.14,0.02,0.02,0.04,0.03,0.05
20231020,group_1031,0.04,760.0,0.02,0.02,0.04,0.03,0.05
20231020,group_1032,0.01,2333.33,0.04,0.03,0.03,0.01,0.0
20231020,group_1032,0.02,846.67,0.04,0.03,0.03,0.01,0.0
20231020,group_1032,0.03,662.86,0.04,0.03,0.03,0.01,0.0
20231020,group_1032,0.04,760.0,0.04,0.03,0.03,0.01,0.0
20231020,group_1033,0.01,26.67,0.0,0.04,0.06,0.04,0.01
20231020,group_1033,0.02,300.0,0.0,0.04,0.06,0.04,0.01
20231020,group_1033,0.03,102.86,0.0,0.04,0.06,0.04,0.01
20231020,group_1033,0.04,293.33,0.0,0.04,0.06,0.04,0.01
20231020,group_1033,0.05,60.0,0.0,0.04,0.06,0.04,0.01
20231020,group_1033,0.06,230.0,0.0,0.04,0.06,0.04,0.01
20231020,group_1034,0.01,233.33,0.03,0.06,0.02,0.0,0.0
20231020,group_1034,0.02,90.0,0.03,0.06,0.02,0.0,0.0
