ds,group_1,markup,orders_num,algo_1_markup,algo_2_markup,algo_3_markup,algo_4_markup,algo_5_markup
20231016,group_1010,0.05,28120.0,0.04,0.04,0.02,0.01,0.06
20231016,group_1010,0.06,36480.0,0.04,0.04,0.02,0.01,0.06
20231016,group_1011,0.02,6208.57,0.04,0.04,0.03,0.03,0.02
20231016,group_1011,0.03,4540.0,0.04,0.04,0.03,0.03,0.02
20231016,group_1011,0.04,4460.0,0.04,0.04,0.03,0.03,0.02
20231016,group_1011,0.05,3626.67,0.04,0.04,0.03,0.03,0.02
20231016,group_1012,0.01,11685.0,0.01,0.04,0.04,0.01,0.06
20231016,group_1012,0.02,6885.0,0.01,0.04,0.04,0.01,0.06
20231016,group_1012,0.03,10727.5,0.01,0.04,0.04,0.01,0.06
20231016,group_1012,0.04,6640.0,0.01,0.04,0.04,0.01,0.06
20231016,group_1012,0.05,8586.67,0.01,0.04,0.04,0.01,0.06
20231016,group_1013,0.01,3722.22,0.0,0.06,0.03,0.06,0.03
20231016,group_1013,0.02,3862.5,0.0,0.06,0.03,0.06,0.03
20231016,group_1013,0.03,3090.0,0.0,0.06,0.03,0.06,0.03
20231016,group_1013,0.04,2580.0,0.0,0.06,0.03,0.06,0.03
20231016,group_1014,0.01,3840.0,0.0,0.02,0.04,0.04,0.06
20231016,group_1014,0.03,6240.0,0.0,0.02,0.04,0.04,0.06
20231016,group_1014,0.04,4436.67,0.0,0.02,0.04,0.04,0.06
20231016,group_1014,0.05,4532.0,0.0,0.02,0.04,0.04,0.06
20231016,group_1014,0.06,4630.0,0.0,0.02,0.04,0.04,0.06
20231016,group_1015,0.01,5926.67,0.06,0.05,0.03,0.06,0.0
20231016,group_1015,0.02,7397.14,0.06,0.05,0.03,0.06,0.0
20231016,group_1015,0.03,7155.0,0.06,0.05,0.03,0.06,0.0
20231016,group_1015,0.04,5480.0,0.06,0.05,0.03,0.06,0.0
20231016,group_1016,0.02,46373.33,0.04,0.04,0.05,0.04,0.0
20231016,group_1016,0.03,28420.0,0.04,0.04,0.05,0.04,0.0
20231016,group_1016,0.04,42730.0,0.04,0.04,0.05,0.04,0.0
20231016,group_1016,0.05,45071.43,0.04,0.04,0.05,0.04,0.0
20231016,group_1016,0.06,35360.0,0.04,0.04,0.05,0.04,0.0
20231016,group_1017,0.01,37593.33,0.05,0.06,0.03,0.05,0.01
20231016,group_1017,0.02,37046.67,0.05,0.06,0.03,0.05,0.01
20231016,group_1017,0.03,35492.0,0.05,0.06,0.03,0.05,0.01
20231016,group_1017,0.04,35093.33,0.05,0.06,0.03,0.05,0.01
20231016,group_1018,0.01,35586.67,0.03,0.04,0.0,0.0,0.02
20231016,group_1018,0.03,36285.0,0.03,0.04,0.0,0.0,0.02
20231016,group_1018,0.04,53334.29,0.03,0.04,0.0,0.0,0.02
20231016,group_1018,0.05,49453.33,0.03,0.04,0.0,0.0,0.02
20231016,group_1019,0.01,2673.33,0.06,0.06,0.05,0.04,0.01
20231016,group_1019,0.02,2830.0,0.06,0.06,0.05,0.04,0.01
20231016,group_1019,0.03,1162.86,0.06,0.06,0.05,0.04,0.01
20231016,group_1019,0.04,1612.0,0.06,0.06,0.05,0.04,0.01
20231016,group_1019,0.05,640.0,0.06,0.06,0.05,0.04,0.01
20231016,group_1020,0.03,71272.0,0.0,0.03,0.05,0.02,0.02
20231016,group_1020,0.04,153185.0,0.0,0.03,0.05,0.02,0.02
20231016,group_1020,0.05,99316.36,0.0,0.03,0.05,0.02,0.02
20231016,group_1021,0.01,990.0,0.04,0.0,0.06,0.02,0.0
20231016,group_1021,0.02,460.0,0.04,0.0,0.06,0.02,0.0
20231016,group_1021,0.03,794.29,0.04,0.0,0.06,0.02,0.0
20231016,group_1021,0.04,760.0,0.04,0.0,0.06,0.02,0.0
20231016,group_1021,0.06,946.67,0.04,0.0,0.06,0.02,0.0
20231016,group_1022,0.02,2386.67,0.03,0.04,0.01,0.06,0.03
20231016,group_1022,0.03,3031.43,0.03,0.04,0.01,0.06,0.03
20231016,group_1022,0.04,1950.0,0.03,0.04,0.01,0.06,0.03
20231016,group_1022,0.05,1300.0,0.03,0.04,0.01,0.06,0.03
20231016,group_1022,0.06,2080.0,0.03,0.04,0.01,0.06,0.03
20231016,group_1023,0.01,7375.0,0.02,0.0,0.06,0.0,0.0
20231016,group_1023,0.02,5510.0,0.02,0.0,0.06,0.0,0.0
20231016,group_1023,0.03,7662.86,0.02,0.0,0.06,0.0,0.0
20231016,group_1023,0.04,5260.0,0.02,0.0,0.06,0.0,0.0
20231016,group_1023,0.05,5800.0,0.02,0.0,0.06,0.0,0.0
20231016,group_1024,0.03,15260.0,0.0,0.06,0.06,0.05,0.01
20231016,group_1024,0.04,16570.0,0.0,0.06,0.06,0.05,0.01
20231016,group_1024,0.06,18773.33,0.0,0.06,0.06,0.05,0.01
20231016,group_1025,0.03,7173.33,0.04,0.0,0.06,0.06,0.03
20231016,group_1025,0.04,4507.5,0.04,0.0,0.06,0.06,0.03
20231016,group_1025,0.05,11333.33,0.04,0.0,0.06,0.06,0.03
20231016,group_1026,0.01,3646.67,0.02,0.03,0.01,0.01,0.03
20231016,group_1026,0.02,4348.0,0.02,0.03,0.01,0.01,0.03
20231016,group_1026,0.03,5274.55,0.02,0.03,0.01,0.01,0.03
20231016,group_1026,0.05,3440.0,0.02,0.03,0.01,0.01,0.03
20231016,group_1027,0.03,11497.14,0.06,0.06,0.02,0.01,0.06
20231016,group_1027,0.04,9080.0,0.06,0.06,0.02,0.01,0.06
20231016,group_1027,0.05,9571.43,0.06,0.06,0.02,0.01,0.06
20231016,group_1027,0.06,11726.67,0.06,0.06,0.02,0.01,0.06
20231016,group_1028,0.02,20243.33,0.06,0.01,0.0,0.01,0.02
20231016,group_1028,0.03,17937.5,0.06,0.01,0.0,0.01,0.02
20231016,group_1028,0.04,18353.33,0.06,0.01,0.0,0.01,0.02
20231016,group_1028,0.05,24080.0,0.06,0.01,0.0,0.01,0.02
20231016,group_1029,0.01,24030.0,0.0,0.01,0.01,0.0,0.03
20231016,group_1029,0.02,25782.86,0.0,0.01,0.01,0.0,0.03
20231016,group_1029,0.03,28260.0,0.0,0.01,0.01,0.0,0.03
20231016,group_1029,0.04,16980.0,0.0,0.01,0.01,0.0,0.03
20231016,group_1029,0.05,23860.0,0.0,0.01,0.01,0.0,0.03
20231016,group_1030,0.01,32673.33,0.01,0.05,0.0,0.05,0.03
20231016,group_1030,0.03,27600.0,0.01,0.05,0.0,0.05,0.03
20231016,group_1030,0.04,39950.0,0.01,0.05,0.0,0.05,0.03
20231016,group_1030,0.05,24178.0,0.01,0.05,0.0,0.05,0.03
20231016,group_1031,0.01,1096.0,0.03,0.06,0.05,0.02,0.04
20231016,group_1031,0.02,1418.0,0.03,0.06,0.05,0.02,0.04
20231016,group_1031,0.03,1176.0,0.03,0.06,0.05,0.02,0.04
20231016,group_1032,0.01,2625.0,0.02,0.05,0.0,0.02,0.06
20231016,group_1032,0.02,2842.86,0.02,0.05,0.0,0.02,0.06
20231016,group_1032,0.03,1788.57,0.02,0.05,0.0,0.02,0.06
20231016,group_1032,0.04,3120.0,0.02,0.05,0.0,0.02,0.06
20231016,group_1033,0.03,172.73,0.04,0.01,0.06,0.06,0.01
20231016,group_1033,0.04,135.0,0.04,0.01,0.06,0.06,0.01
20231016,group_1033,0.05,246.67,0.04,0.01,0.06,0.06,0.01
20231016,group_1033,0.06,40.0,0.04,0.01,0.06,0.06,0.01
20231016,group_1034,0.01,66.67,0.01,0.0,0.05,0.04,0.05
20231016,group_1034,0.02,156.67,0.01,0.0,0.05,0.04,0.05
20231016,group_1034,0.03,636.0,0.01,0.0,0.05,0.04,0.05
20231016,group_1035,0.02,9690.0,0.01,0.01,0.02,0.04,0.03
20231016,group_1035,0.03,8893.33,0.01,0.01,0.02,0.04,0.03
20231016,group_1035,0.04,11142.86,0.01,0.01,0.02,0.04,0.03
20231016,group_1035,0.05,5846.67,0.01,0.01,0.02,0.04,0.03
20231016,group_1036,0.01,60.0,0.01,0.03,0.04,0.05,0.02
20231016,group_1036,0.03,186.67,0.01,0.03,0.04,0.05,0.02
20231016,group_1036,0.04,140.0,0.01,0.03,0.04,0.05,0.02
20231016,group_1036,0.06,164.44,0.01,0.03,0.04,0.05,0.02
20231016,group_1037,0.01,1660.0,0.06,0.01,0.0,0.06,0.05
20231016,group_1037,0.02,5920.0,0.06,0.01,0.0,0.06,0.05
20231016,group_1037,0.03,1340.0,0.06,0.01,0.0,0.06,0.05
20231016,group_1038,0.01,73.33,0.04,0.03,0.02,0.01,0.02
20231016,group_1038,0.02,400.0,0.04,0.03,0.02,0.01,0.02
20231016,group_1038,0.03,50.0,0.04,0.03,0.02,0.01,0.02
20231016,group_1038,0.04,140.0,0.04,0.03,0.02,0.01,0.02
20231016,group_1038,0.06,132.73,0.04,0.03,0.02,0.01,0.02
20231017,group_1000,0.01,46720.0,0.0,0.02,0.01,0.0,0.04
20231017,group_1000,0.02,41040.0,0.0,0.02,0.01,0.0,0.04
20231017,group_1000,0.03,49844.44,0.0,0.02,0.01,0.0,0.04
20231017,group_1000,0.04,47833.33,0.0,0.02,0.01,0.0,0.04
20231017,group_1000,0.05,51975.0,0.0,0.02,0.01,0.0,0.04
20231017,group_1001,0.01,30080.0,0.05,0.0,0.01,0.02,0.04
20231017,group_1001,0.02,30360.0,0.05,0.0,0.01,0.02,0.04
20231017,group_1001,0.03,41878.0,0.05,0.0,0.01,0.02,0.04
20231017,group_1002,0.01,71948.0,0.03,0.02,0.03,0.05,0.03
20231017,group_1002,0.02,59960.0,0.03,0.02,0.03,0.05,0.03
20231017,group_1002,0.03,68786.67,0.03,0.02,0.03,0.05,0.03
20231017,group_1002,0.04,73247.5,0.03,0.02,0.03,0.05,0.03
20231017,group_1002,0.06,72326.67,0.03,0.02,0.03,0.05,0.03
20231017,group_1003,0.02,4570.0,0.03,0.02,0.03,0.0,0.03
20231017,group_1003,0.03,3156.67,0.03,0.02,0.03,0.0,0.03
20231017,group_1003,0.05,3412.0,0.03,0.02,0.03,0.0,0.03
20231017,group_1004,0.02,5700.0,0.03,0.02,0.0,0.01,0.02
20231017,group_1004,0.03,5980.0,0.03,0.02,0.0,0.01,0.02
20231017,group_1004,0.04,7417.14,0.03,0.02,0.0,0.01,0.02
20231017,group_1004,0.06,9226.67,0.03,0.02,0.0,0.01,0.02
20231017,group_1005,0.01,10306.67,0.03,0.03,0.02,0.0,0.06
20231017,group_1005,0.03,10751.11,0.03,0.03,0.02,0.0,0.06
20231017,group_1005,0.04,8392.0,0.03,0.03,0.02,0.0,0.06
20231017,group_1005,0.05,6320.0,0.03,0.03,0.02,0.0,0.06
20231017,group_1006,0.02,33690.0,0.03,0.0,0.06,0.02,0.02
20231017,group_1006,0.03,39676.0,0.03,0.0,0.06,0.02,0.02
20231017,group_1006,0.04,35295.0,0.03,0.0,0.06,0.02,0.02
20231017,group_1006,0.06,31540.0,0.03,0.0,0.06,0.02,0.02
20231017,group_1007,0.01,37926.67,0.06,0.02,0.04,0.03,0.02
20231017,group_1007,0.02,22272.0,0.06,0.02,0.04,0.03,0.02
20231017,group_1007,0.03,24377.14,0.06,0.02,0.04,0.03,0.02
20231017,group_1008,0.03,24945.0,0.04,0.01,0.03,0.05,0.0
20231017,group_1008,0.04,25386.67,0.04,0.01,0.03,0.05,0.0
20231017,group_1008,0.05,23900.0,0.04,0.01,0.03,0.05,0.0
20231017,group_1009,0.01,30186.67,0.05,0.03,0.03,0.03,0.03
20231017,group_1009,0.02,31600.0,0.05,0.03,0.03,0.03,0.03
20231017,group_1009,0.03,28435.0,0.05,0.03,0.03,0.03,0.03
20231017,group_1009,0.04,25442.5,0.05,0.03,0.03,0.03,0.03
20231017,group_1010,0.03,36910.0,0.01,0.0,0.03,0.0,0.02
20231017,group_1010,0.04,37540.0,0.01,0.0,0.03,0.0,0.02
20231017,group_1010,0.05,45000.0,0.01,0.0,0.03,0.0,0.02
20231017,group_1010,0.06,31914.29,0.01,0.0,0.03,0.0,0.02
20231017,group_1011,0.02,4786.67,0.03,0.02,0.01,0.0,0.06
20231017,group_1011,0.03,5256.36,0.03,0.02,0.01,0.0,0.06
20231017,group_1011,0.05,5040.0,0.03,0.02,0.01,0.0,0.06
20231017,group_1012,0.01,8144.0,0.01,0.03,0.01,0.05,0.02
20231017,group_1012,0.02,8090.0,0.01,0.03,0.01,0.05,0.02
20231017,group_1012,0.03,8557.78,0.01,0.03,0.01,0.05,0.02
20231017,group_1012,0.04,11340.0,0.01,0.03,0.01,0.05,0.02
20231017,group_1012,0.05,7166.67,0.01,0.03,0.01,0.05,0.02
20231017,group_1013,0.01,4350.0,0.0,0.01,0.06,0.01,0.05
20231017,group_1013,0.02,4587.5,0.0,0.01,0.06,0.01,0.05
20231017,group_1013,0.03,3675.0,0.0,0.01,0.06,0.01,0.05
20231017,group_1014,0.01,5786.67,0.01,0.04,0.03,0.04,0.02
20231017,group_1014,0.03,5190.0,0.01,0.04,0.03,0.04,0.02
20231017,group_1014,0.04,3893.33,0.01,0.04,0.03,0.04,0.02
20231017,group_1014,0.05,4636.67,0.01,0.04,0.03,0.04,0.02
20231017,group_1014,0.06,4840.0,0.01,0.04,0.03,0.04,0.02
20231017,group_1015,0.01,4653.33,0.02,0.04,0.03,0.0,0.06
20231017,group_1015,0.02,7154.29,0.02,0.04,0.03,0.0,0.06
20231017,group_1015,0.03,5648.89,0.02,0.04,0.03,0.0,0.06
20231017,group_1015,0.04,5140.0,0.02,0.04,0.03,0.0,0.06
20231017,group_1016,0.02,38020.0,0.03,0.0,0.05,0.05,0.02
20231017,group_1016,0.03,36105.0,0.03,0.0,0.05,0.05,0.02
20231017,group_1016,0.04,47290.0,0.03,0.0,0.05,0.05,0.02
20231017,group_1016,0.05,42922.86,0.03,0.0,0.05,0.05,0.02
20231017,group_1016,0.06,33606.67,0.03,0.0,0.05,0.05,0.02
20231017,group_1017,0.01,29786.67,0.0,0.03,0.01,0.04,0.06
20231017,group_1017,0.02,35948.57,0.0,0.03,0.01,0.04,0.06
20231017,group_1017,0.03,36310.0,0.0,0.03,0.01,0.04,0.06
20231017,group_1017,0.04,36803.33,0.0,0.03,0.01,0.04,0.06
20231017,group_1018,0.01,72280.0,0.01,0.01,0.0,0.06,0.01
20231017,group_1018,0.03,28566.67,0.01,0.01,0.0,0.06,0.01
20231017,group_1018,0.04,35540.0,0.01,0.01,0.0,0.06,0.01
20231017,group_1018,0.05,29374.29,0.01,0.01,0.0,0.06,0.01
20231017,group_1019,0.01,1346.67,0.05,0.05,0.02,0.04,0.06
20231017,group_1019,0.02,440.0,0.05,0.05,0.02,0.04,0.06
20231017,group_1019,0.03,1277.78,0.05,0.05,0.02,0.04,0.06
20231017,group_1019,0.04,1754.29,0.05,0.05,0.02,0.04,0.06
20231017,group_1020,0.03,84672.0,0.0,0.01,0.0,0.04,0.06
20231017,group_1020,0.04,97368.0,0.0,0.01,0.0,0.04,0.06
20231017,group_1020,0.05,79890.0,0.0,0.01,0.0,0.04,0.06
20231017,group_1021,0.01,500.0,0.0,0.05,0.04,0.01,0.02
20231017,group_1021,0.02,656.67,0.0,0.05,0.04,0.01,0.02
20231017,group_1021,0.03,1630.0,0.0,0.05,0.04,0.01,0.02
20231017,group_1021,0.04,820.0,0.0,0.05,0.04,0.01,0.02
20231017,group_1021,0.06,686.67,0.0,0.05,0.04,0.01,0.02
20231017,group_1022,0.02,1340.0,0.06,0.03,0.05,0.02,0.04
20231017,group_1022,0.03,1343.33,0.06,0.03,0.05,0.02,0.04
20231017,group_1022,0.04,1956.0,0.06,0.03,0.05,0.02,0.04
20231017,group_1022,0.05,2135.0,0.06,0.03,0.05,0.02,0.04
20231017,group_1022,0.06,2620.0,0.06,0.03,0.05,0.02,0.04
20231017,group_1023,0.01,7013.33,0.06,0.03,0.01,0.06,0.06
20231017,group_1023,0.02,8113.33,0.06,0.03,0.01,0.06,0.06
20231017,group_1023,0.03,6568.89,0.06,0.03,0.01,0.06,0.06
20231017,group_1023,0.04,5610.0,0.06,0.03,0.01,0.06,0.06
20231017,group_1023,0.05,7480.0,0.06,0.03,0.01,0.06,0.06
20231017,group_1024,0.03,17520.0,0.06,0.02,0.06,0.0,0.03
20231017,group_1024,0.04,15737.78,0.06,0.02,0.06,0.0,0.03
20231017,group_1024,0.06,15520.0,0.06,0.02,0.06,0.0,0.03
20231017,group_1025,0.02,2860.0,0.05,0.03,0.06,0.05,0.04
20231017,group_1025,0.03,6260.0,0.05,0.03,0.06,0.05,0.04
20231017,group_1025,0.04,6670.0,0.05,0.03,0.06,0.05,0.04
20231017,group_1025,0.05,7406.67,0.05,0.03,0.06,0.05,0.04
20231017,group_1026,0.01,4913.33,0.04,0.03,0.03,0.0,0.04
20231017,group_1026,0.02,3790.0,0.04,0.03,0.03,0.0,0.04
20231017,group_1026,0.03,4528.89,0.04,0.03,0.03,0.0,0.04
20231017,group_1026,0.04,5140.0,0.04,0.03,0.03,0.0,0.04
20231017,group_1026,0.05,5500.0,0.04,0.03,0.03,0.0,0.04
20231017,group_1027,0.03,10654.29,0.02,0.0,0.02,0.04,0.04
20231017,group_1027,0.04,9540.0,0.02,0.0,0.02,0.04,0.04
20231017,group_1027,0.05,11611.43,0.02,0.0,0.02,0.04,0.04
20231017,group_1027,0.06,9226.67,0.02,0.0,0.02,0.04,0.04
20231017,group_1028,0.02,16450.0,0.06,0.03,0.06,0.02,0.0
20231017,group_1028,0.03,17546.67,0.06,0.03,0.06,0.02,0.0
20231017,group_1028,0.04,18800.0,0.06,0.03,0.06,0.02,0.0
20231017,group_1028,0.05,11193.33,0.06,0.03,0.06,0.02,0.0
20231017,group_1029,0.01,22150.0,0.0,0.06,0.02,0.06,0.05
20231017,group_1029,0.02,24022.86,0.0,0.06,0.02,0.06,0.05
20231017,group_1029,0.03,19360.0,0.0,0.06,0.02,0.06,0.05
20231017,group_1029,0.04,18980.0,0.0,0.06,0.02,0.06,0.05
20231017,group_1029,0.05,17040.0,0.0,0.06,0.02,0.06,0.05
20231017,group_1030,0.01,20880.0,0.01,0.04,0.0,0.02,0.06
20231017,group_1030,0.03,29653.33,0.01,0.04,0.0,0.02,0.06
20231017,group_1030,0.04,21026.67,0.01,0.04,0.0,0.02,0.06
20231017,group_1030,0.05,22272.73,0.01,0.04,0.0,0.02,0.06
20231017,group_1031,0.01,1020.0,0.01,0.05,0.02,0.04,0.03
20231017,group_1031,0.02,2522.86,0.01,0.05,0.02,0.04,0.03
20231017,group_1031,0.03,1397.5,0.01,0.05,0.02,0.04,0.03
20231017,group_1032,0.01,2192.0,0.06,0.02,0.06,0.0,0.03
20231017,group_1032,0.02,1731.43,0.06,0.02,0.06,0.0,0.03
20231017,group_1032,0.03,1450.0,0.06,0.02,0.06,0.0,0.03
20231017,group_1033,0.01,560.0,0.06,0.0,0.0,0.02,0.06
20231017,group_1033,0.02,670.0,0.06,0.0,0.0,0.02,0.06
20231017,group_1033,0.03,120.0,0.06,0.0,0.0,0.02,0.06
20231017,group_1033,0.04,184.0,0.06,0.0,0.0,0.02,0.06
20231017,group_1033,0.05,152.0,0.06,0.0,0.0,0.02,0.06
20231017,group_1033,0.06,60.0,0.06,0.0,0.0,0.02,0.06
20231017,group_1034,0.01,166.67,0.03,0.03,0.02,0.06,0.01
20231017,group_1034,0.02,120.0,0.03,0.03,0.02,0.06,0.01
20231017,group_1034,0.03,72.0,0.03,0.03,0.02,0.06,0.01
20231017,group_1034,0.05,20.0,0.03,0.03,0.02,0.06,0.01
20231017,group_1035,0.02,8772.0,0.03,0.06,0.01,0.02,0.0
20231017,group_1035,0.03,7450.0,0.03,0.06,0.01,0.02,0.0
20231017,group_1035,0.04,9820.0,0.03,0.06,0.01,0.02,0.0
20231017,group_1035,0.05,16540.0,0.03,0.06,0.01,0.02,0.0
20231017,group_1036,0.01,300.0,0.04,0.0,0.04,0.06,0.06
20231017,group_1036,0.03,80.0,0.04,0.0,0.04,0.06,0.06
20231017,group_1036,0.04,140.0,0.04,0.0,0.04,0.06,0.06
20231017,group_1036,0.05,80.0,0.04,0.0,0.04,0.06,0.06
20231017,group_1036,0.06,100.0,0.04,0.0,0.04,0.06,0.06
20231017,group_1037,0.01,1565.88,0.04,0.03,0.01,0.01,0.05
20231017,group_1037,0.02,160.0,0.04,0.03,0.01,0.01,0.05
20231017,group_1037,0.03,410.0,0.04,0.03,0.01,0.01,0.05
20231017,group_1038,0.01,140.0,0.02,0.01,0.02,0.02,0.06
20231017,group_1038,0.03,90.0,0.02,0.01,0.02,0.02,0.06
20231017,group_1038,0.04,100.0,0.02,0.01,0.02,0.02,0.06
20231017,group_1038,0.05,1370.0,0.02,0.01,0.02,0.02,0.06
20231017,group_1038,0.06,172.5,0.02,0.01,0.02,0.02,0.06
20231018,group_1000,0.01,45333.33,0.03,0.01,0.03,0.05,0.01
20231018,group_1000,0.03,53204.0,0.03,0.01,0.03,0.05,0.01
20231018,group_1000,0.04,45093.33,0.03,0.01,0.03,0.05,0.01
20231018,group_1000,0.05,47920.0,0.03,0.01,0.03,0.05,0.01
20231018,group_1001,0.01,25168.0,0.04,0.02,0.06,0.03,0.04
20231018,group_1001,0.02,33164.0,0.04,0.02,0.06,0.03,0.04
20231018,group_1001,0.03,25864.44,0.04,0.02,0.06,0.03,0.04
20231018,group_1001,0.04,22700.0,0.04,0.02,0.06,0.03,0.04
20231018,group_1002,0.01,60195.0,0.0,0.05,0.03,0.04,0.06
20231018,group_1002,0.02,58700.0,0.0,0.05,0.03,0.04,0.06
20231018,group_1002,0.03,56100.0,0.0,0.05,0.03,0.04,0.06
20231018,group_1002,0.04,62437.5,0.0,0.05,0.03,0.04,0.06
20231018,group_1002,0.06,70426.67,0.0,0.05,0.03,0.04,0.06
20231018,group_1003,0.02,3266.67,0.0,0.03,0.03,0.0,0.05
20231018,group_1003,0.03,3974.29,0.0,0.03,0.03,0.0,0.05
20231018,group_1003,0.05,3845.0,0.0,0.03,0.03,0.0,0.05
20231018,group_1003,0.06,4400.0,0.0,0.03,0.03,0.0,0.05
20231018,group_1004,0.02,5213.33,0.05,0.04,0.03,0.02,0.04
20231018,group_1004,0.03,6370.0,0.05,0.04,0.03,0.02,0.04
20231018,group_1004,0.04,5573.33,0.05,0.04,0.03,0.02,0.04
20231018,group_1004,0.06,7553.33,0.05,0.04,0.03,0.02,0.04
20231018,group_1005,0.01,9953.33,0.0,0.03,0.02,0.03,0.0
20231018,group_1005,0.02,10620.0,0.0,0.03,0.02,0.03,0.0
20231018,group_1005,0.03,14634.29,0.0,0.03,0.02,0.03,0.0
20231018,group_1005,0.04,8640.0,0.0,0.03,0.02,0.03,0.0
20231018,group_1005,0.05,13733.33,0.0,0.03,0.02,0.03,0.0
20231018,group_1006,0.02,33010.0,0.05,0.01,0.06,0.03,0.02
20231018,group_1006,0.03,35208.57,0.05,0.01,0.06,0.03,0.02
20231018,group_1006,0.04,37687.5,0.05,0.01,0.06,0.03,0.02
20231018,group_1006,0.06,31760.0,0.05,0.01,0.06,0.03,0.02
20231018,group_1007,0.01,18300.0,0.06,0.06,0.06,0.05,0.02
20231018,group_1007,0.02,24572.5,0.06,0.06,0.06,0.05,0.02
20231018,group_1007,0.03,17000.0,0.06,0.06,0.06,0.05,0.02
20231018,group_1008,0.03,21125.0,0.02,0.02,0.0,0.05,0.03
20231018,group_1008,0.04,22662.22,0.02,0.02,0.0,0.05,0.03
20231018,group_1008,0.05,22360.0,0.02,0.02,0.0,0.05,0.03
20231018,group_1009,0.01,19860.0,0.04,0.05,0.04,0.06,0.06
20231018,group_1009,0.02,16120.0,0.04,0.05,0.04,0.06,0.06
20231018,group_1009,0.03,20930.0,0.04,0.05,0.04,0.06,0.06
20231018,group_1009,0.04,24835.0,0.04,0.05,0.04,0.06,0.06
20231018,group_1010,0.03,31300.0,0.02,0.05,0.04,0.0,0.03
20231018,group_1010,0.04,29675.0,0.02,0.05,0.04,0.0,0.03
20231018,group_1010,0.05,29790.0,0.02,0.05,0.04,0.0,0.03
20231018,group_1010,0.06,40320.0,0.02,0.05,0.04,0.0,0.03
20231018,group_1011,0.02,4755.0,0.06,0.0,0.05,0.04,0.03
20231018,group_1011,0.03,6842.5,0.06,0.0,0.05,0.04,0.03
20231018,group_1011,0.04,4880.0,0.06,0.0,0.05,0.04,0.03
20231018,group_1011,0.05,4140.0,0.06,0.0,0.05,0.04,0.03
20231018,group_1012,0.01,11512.0,0.01,0.06,0.03,0.01,0.03
20231018,group_1012,0.02,8360.0,0.01,0.06,0.03,0.01,0.03
20231018,group_1012,0.03,9690.0,0.01,0.06,0.03,0.01,0.03
20231018,group_1012,0.04,9180.0,0.01,0.06,0.03,0.01,0.03
20231018,group_1012,0.05,7946.67,0.01,0.06,0.03,0.01,0.03
20231018,group_1013,0.01,3872.5,0.04,0.05,0.05,0.01,0.03
20231018,group_1013,0.02,3522.5,0.04,0.05,0.05,0.01,0.03
20231018,group_1013,0.03,3965.0,0.04,0.05,0.05,0.01,0.03
20231018,group_1014,0.01,4880.0,0.0,0.02,0.01,0.05,0.06
20231018,group_1014,0.03,4240.0,0.0,0.02,0.01,0.05,0.06
20231018,group_1014,0.04,4110.0,0.0,0.02,0.01,0.05,0.06
20231018,group_1014,0.05,4771.43,0.0,0.02,0.01,0.05,0.06
20231018,group_1015,0.01,4613.33,0.05,0.05,0.02,0.06,0.06
20231018,group_1015,0.02,4605.71,0.05,0.05,0.02,0.06,0.06
20231018,group_1015,0.03,4877.14,0.05,0.05,0.02,0.06,0.06
20231018,group_1015,0.04,5166.67,0.05,0.05,0.02,0.06,0.06
20231018,group_1016,0.02,38664.0,0.05,0.01,0.03,0.03,0.0
20231018,group_1016,0.03,52020.0,0.05,0.01,0.03,0.03,0.0
20231018,group_1016,0.04,38200.0,0.05,0.01,0.03,0.03,0.0
20231018,group_1016,0.05,33068.57,0.05,0.01,0.03,0.03,0.0
20231018,group_1016,0.06,40926.67,0.05,0.01,0.03,0.03,0.0
20231018,group_1017,0.01,30246.67,0.02,0.06,0.06,0.06,0.03
20231018,group_1017,0.02,35260.0,0.02,0.06,0.06,0.06,0.03
20231018,group_1017,0.03,28213.33,0.02,0.06,0.06,0.06,0.03
20231018,group_1017,0.04,34954.29,0.02,0.06,0.06,0.06,0.03
20231018,group_1018,0.01,36073.33,0.03,0.05,0.02,0.0,0.0
20231018,group_1018,0.03,37506.67,0.03,0.05,0.02,0.0,0.0
20231018,group_1018,0.04,42392.5,0.03,0.05,0.02,0.0,0.0
20231018,group_1018,0.05,30446.67,0.03,0.05,0.02,0.0,0.0
20231018,group_1019,0.01,1580.0,0.03,0.02,0.04,0.0,0.01
20231018,group_1019,0.02,1310.0,0.03,0.02,0.04,0.0,0.01
20231018,group_1019,0.03,2131.43,0.03,0.02,0.04,0.0,0.01
20231018,group_1019,0.04,1436.0,0.03,0.02,0.04,0.0,0.01
20231018,group_1019,0.05,1080.0,0.03,0.02,0.04,0.0,0.01
20231018,group_1020,0.03,101320.0,0.03,0.06,0.05,0.01,0.02
20231018,group_1020,0.04,126056.67,0.03,0.06,0.05,0.01,0.02
20231018,group_1020,0.05,90396.0,0.03,0.06,0.05,0.01,0.02
20231018,group_1021,0.01,300.0,0.0,0.0,0.02,0.05,0.04
20231018,group_1021,0.02,624.0,0.0,0.0,0.02,0.05,0.04
20231018,group_1021,0.03,535.0,0.0,0.0,0.02,0.05,0.04
20231018,group_1021,0.04,340.0,0.0,0.0,0.02,0.05,0.04
20231018,group_1021,0.06,993.33,0.0,0.0,0.02,0.05,0.04
20231018,group_1022,0.02,1310.0,0.0,0.04,0.0,0.06,0.0
20231018,group_1022,0.03,1026.67,0.0,0.04,0.0,0.06,0.0
